Descripción del Artículo,Precio Mayoreo,Proveedor,FH,FFA,FFA2
ACETAMINOFEN TAB 650 MG X10 PLX     ,6.67,Cobeca,0,0,0
ACETAMINOFEN/CAFEINA TAB 650/65MG X ,21.75,Cobeca,0,0,0
ACETAMINOFEN/CLORF TAB 500/4MG X20 G,36.84,Cobeca,0,0,0
ACETOBEN JBE 120 ML                 ,32.14,Cobeca,0,0,0
ACEVAL GTA SOL 100MG/ML X 30 ML     ,26.4,Cobeca,0,0,0
ACEVAL SOL 180MG/5ML PED X 120 ML   ,26.8,Cobeca,0,0,0
ACEVAL TAB 650 MG X 10              ,11.91,Cobeca,0,0,0
ACEVAL TAB 650 MG X 50              ,50.61,Cobeca,0,0,0
ACIBATH-S DERMOLIMPIADOR 120 G      ,96.1,Cobeca,0,0,0
ACICLOR A.P COM 1 G X 10            ,102.43,Cobeca,0,0,0
ACICLOR CRM AL 5% X 10 G            ,43.15,Cobeca,0,0,0
ACICLOVIR CREM 2% X 15 G DISTR      ,11.9,Cobeca,0,0,0
ACICLOVIR CREM 5 G ALFA             ,50.54,Cobeca,0,0,0
ACICLOVIR CREM 5% X 10 G GENVEN     ,5.58,Cobeca,0,0,0
ACICLOVIR CREM 5% X 20 G SGG        ,32.04,Cobeca,0,0,0
ACICLOVIR CREM 5% X 5 G KMPLUS      ,6.12,Cobeca,0,0,0
ACICLOVIR CREM 5% X 5 G MVGA        ,30.46,Cobeca,0,0,0
ACICLOVIR CREMA 50 MG X 20GRS       ,39.84,Cobeca,0,0,0
ACICLOVIR TAB 200 MG X 10 KM        ,5.69,Cobeca,0,0,0
ACICLOVIR TAB 200 MG X 10 LATTAN    ,14.38,Cobeca,0,0,0
ACICLOVIR TAB 200 MG X 10 POLINAC   ,15.02,Cobeca,0,0,0
ACICLOVIR TAB 200 MG X 100 GMP      ,69.56,Cobeca,0,0,0
ACICLOVIR TAB 200 MG X 100 MVGA     ,106.07,Cobeca,0,0,0
ACICLOVIR TAB 200 MG X 24 LA SANTE  ,33.35,Cobeca,0,0,0
ACICLOVIR TAB 200 MG X 25  POLINAC  ,25.35,Cobeca,0,0,0
ACICLOVIR TAB 200 MG X 25 CLX       ,33.76,Cobeca,0,0,0
ACICLOVIR TAB 400 G X 100 FAHD      ,100.45,Cobeca,0,0,0
ACICLOVIR TAB 400 MG X 100 GMP      ,127.21,Cobeca,0,0,0
ACICRAN TAB/REC X 30                ,30.07,Cobeca,0,0,0
ACIDO ACETILS TAB 81 MG X 24 OFTALMI,15.63,Cobeca,0,0,0
ACIDO ACETILSALICILICO TAB 100MG X 3,5.75,Cobeca,0,0,0
ACIDO ACETILSALICILICO TAB 81MG X30 ,12.55,Cobeca,0,0,0
ACIDO ALENDRONICO COM 70MG X 4 DORO ,65.44,Cobeca,0,0,0
ACIDO ALFA LIPOICO CAP 250MG X 60 NO,179.72,Cobeca,0,0,0
ACIDO ASCORBICO AMP 500MG/5ML X 10 D,65.7,Cobeca,0,0,0
ACIDO ASCORBICO SOL GTA 100MG X30ML ,15.03,Cobeca,0,0,0
ACIDO BORICO 20 G X 20 FCH          ,353.63,Cobeca,0,0,0
ACIDO BORICO CAP VAG LYA 400 MG X 10,26.54,Cobeca,0,0,0
ACIDO BORICO SOB 20 G               ,10.0,Cobeca,0,0,0
ACIDO FOLICO AMP 10MG/2ML X 10 DISTR,150.71,Cobeca,0,0,0
ACIDO FOLICO AMP 10MG/ML X 3 KLINOS ,58.82,Cobeca,0,0,0
ACIDO FOLICO COM 10 MG X 20 G VARGAS,10.76,Cobeca,0,0,0
ACIDO FOLICO COM 10 MG X 20 KLI     ,16.99,Cobeca,0,0,0
ACIDO FOLICO COM 10 MG X 30         ,15.82,Cobeca,0,0,0
ACIDO FOLICO COM 10 MG X 30 GENCER  ,18.7,Cobeca,0,0,0
ACIDO FOLICO COM 10 MG X 30 KLI     ,22.22,Cobeca,0,0,0
ACIDO FOLICO COM 5 MG X 20 KLI      ,9.15,Cobeca,0,0,0
ACIDO FOLICO COM 5 MG X 30 KLI      ,13.07,Cobeca,0,0,0
ACIDO FOLICO COMP 5 MG X 30 GENVEN  ,14.59,Cobeca,0,0,0
ACIDO FOLICO GTA 10 MG X 15 ML DALIO,21.86,Cobeca,0,0,0
ACIDO FOLICO GTA 10MG/ML X 30 ML    ,10.5,Cobeca,0,0,0
ACIDO FOLICO GTA 15 ML KLI          ,39.22,Cobeca,0,0,0
ACIDO FOLICO GTA ORAL 10 ML X 20 ML ,4.74,Cobeca,0,0,0
ACIDO FOLICO GTA X 15 ML GENCER     ,29.48,Cobeca,0,0,0
ACIDO FOLICO TAB 10 MG X 10         ,7.93,Cobeca,0,0,0
ACIDO FOLICO TAB 10 MG X 100        ,34.76,Cobeca,0,0,0
ACIDO FOLICO TAB 10 MG X 150 BLI X 1,2452.94,Cobeca,0,0,0
ACIDO FOLICO TAB 10 MG X 20 CLX     ,13.14,Cobeca,0,0,0
ACIDO FOLICO TAB 10 MG X 20 GENVEN  ,11.55,Cobeca,0,0,0
ACIDO FOLICO TAB 10 MG X 20 MEYER   ,15.14,Cobeca,0,0,0
ACIDO FOLICO TAB 10 MG X 20 PLX     ,8.24,Cobeca,0,0,0
ACIDO FOLICO TAB 10 MG X 200 BLI X 1,168.81,Cobeca,0,0,0
ACIDO FOLICO TAB 10 MG X 30 MEYER   ,17.3,Cobeca,0,0,0
ACIDO FOLICO TAB 10 MG X 30 PLX     ,12.42,Cobeca,0,0,0
ACIDO FOLICO TAB 5 MG X 10          ,7.21,Cobeca,0,0,0
ACIDO FOLICO TAB 5 MG X 20  DALIOL  ,11.44,Cobeca,0,0,0
ACIDO FOLICO TAB 5 MG X 30 MEYER    ,18.29,Cobeca,0,0,0
ACIDO FOLICO TAB 5 MG X 30 PLX      ,9.28,Cobeca,0,0,0
ACIDO VALPROICO 200MG/5ML X 100 ML  ,66.09,Cobeca,0,0,0
ACIDO VALPROICO INY 500 MG X 5 ML   ,89.21,Cobeca,0,0,0
ACIDO VALPROICO TAB 200 MG X 100 GMP,42.14,Cobeca,0,0,0
ACIDO VALPROICO TAB 250 MG X 300 DRO,330.14,Cobeca,0,0,0
ACIDO VALPROICO TAB 500 MG X 10     ,18.71,Cobeca,0,0,0
ACIDO VALPROICO TAB 500 MG X 30 CLEO,56.03,Cobeca,0,0,0
ACIDO VALPROICO TAB 500MG X 30 DISTR,49.57,Cobeca,0,0,0
ACITRIN TAB 10 MG X 10              ,3.52,Cobeca,0,0,0
ACITRON -D CAP 250 MG X 30 PRIMAV   ,49.88,Cobeca,0,0,0
ACLER TABR 150 MG X 1               ,31.9,Cobeca,0,0,0
ACRYLARM GEL OFT X 10 G             ,173.25,Cobeca,0,0,0
ACTIVITON EXTREME CAP BLANDAS  X 30 ,74.09,Cobeca,0,0,0
ACTIVITON GOMAS KIDS X 30           ,94.26,Cobeca,0,0,0
ACUBISINA PVO 15 G                  ,24.18,Cobeca,0,0,0
ACUBISINA UNG X 50 G                ,24.18,Cobeca,0,0,0
ACUTEN TAB 500 MG X 20              ,51.61,Cobeca,0,0,0
"ADACEL SUSP INY 0,5 ML X 1          ",275.16,Cobeca,0,0,0
ADAPNE CLIN GEL TOP 0.1% X 30GR     ,41.1,Cobeca,0,0,0
ADAPNE GEL TOP 0.1% X 15GR          ,29.8,Cobeca,0,0,0
ADAPNE GEL TOP 0.1% X 30GR          ,29.86,Cobeca,0,0,0
ADEGRA 50 SILDENAFILO TAB 50 MG X 4 ,3.52,Cobeca,0,0,0
ADEL UNG X 50 G                     ,31.16,Cobeca,0,0,0
ADELGASEN CAP X 30                  ,42.37,Cobeca,0,0,0
ADELGASEN CAP X 60                  ,66.9,Cobeca,0,0,0
"ADELLA TAB/REC 2MG/0,03 MG X 21     ",100.23,Cobeca,0,0,0
ADEMINA 3E CREM DERMO/PROT 60 G     ,35.79,Cobeca,0,0,0
ADEMINA KIDS CREM ANTIPAÑALITIS 60 G,33.07,Cobeca,0,0,0
ADEMINA LOC HIDRATANTE BLANCA KIDS 1,17.7,Cobeca,0,0,0
ADEMINA LOC HIDRATANTE ROSADA KIDS 1,17.7,Cobeca,0,0,0
ADEMINA PLUS CREM CORP X 30 G       ,19.28,Cobeca,0,0,0
ADEMINA PLUS CREM CORP X 60 G       ,30.33,Cobeca,0,0,0
ADEMINA SOL JAB 190 ML              ,13.32,Cobeca,0,0,0
"ADH D/PAPEL COLOR PIEL 2,54 CM X 4,5",4.82,Cobeca,0,0,0
"ADH D/PLASTICO TRANSP 2,54 CM X 4,57",5.17,Cobeca,0,0,0
"ADH D/TELA HIPOALERGENICO 3,5CM X 4,",8.34,Cobeca,0,0,0
"ADHESIVO D/PAPEL C/BLANCO 2,54CM X 4",4.82,Cobeca,0,0,0
ADHESIVO D/TELA BLANCO 2.54 CM X 4.5,7.84,Cobeca,0,0,0
ADHESIVO D/TELA BLANCO 5.08 CM X 9.1,23.53,Cobeca,0,0,0
ADOREM TAB 500 MG X 10              ,26.71,Cobeca,0,0,0
ADRENALINA AMP 1MG/1ML X 100        ,7.19,Cobeca,0,0,0
AEROFLAT GTA 80 MG/ML X 20 ML       ,50.92,Cobeca,0,0,0
AFLAMAX TAB/REC 50 MG X 10          ,11.92,Cobeca,0,0,0
AFLAMAX TAB/REC 50 MG X 125 DISP    ,104.36,Cobeca,0,0,0
AFLAMAX TAB/REC 50 MG X 20          ,22.29,Cobeca,0,0,0
AFOKLIN COM 10 MG X 20              ,16.99,Cobeca,0,0,0
AFOKLIN COM 5 MG X 20               ,9.15,Cobeca,0,0,0
AFOKLIN GTA 10 MG X 15 ML           ,39.22,Cobeca,0,0,0
AFTEROLTAB/REC  0.75 MG X 2         ,18.57,Cobeca,0,0,0
AGUA ALFA ESTERIL 500 ML            ,9.95,Cobeca,0,0,0
AGUA DESTILADA INY NUM 49 X 500 ML B,36.94,Cobeca,0,0,0
AGUA OXIG LAFARQUIM 240 ML          ,6.92,Cobeca,0,0,0
AGUA OXIG LAFARQUIM 500 ML          ,10.93,Cobeca,0,0,0
AIRFEN GTA ADU X 15 ML              ,35.58,Cobeca,0,0,0
AIRFEN GTA PED X 15 ML              ,35.58,Cobeca,0,0,0
AIRON TAB ADU 10 MG X 10            ,22.24,Cobeca,0,0,0
AIRON TAB/MAST 4 MG X 10            ,14.77,Cobeca,0,0,0
AIRON TAB/MAST PED 5 MG X 10        ,18.08,Cobeca,0,0,0
AIRON TABM 4 MG X 30                ,41.06,Cobeca,0,0,0
AIRON TABM PED 5 MG X 30            ,44.22,Cobeca,0,0,0
AIRON TABR 10 MG X 30               ,52.75,Cobeca,0,0,0
AJO CAP 570 MG X 60 NAT PREM        ,59.19,Cobeca,0,0,0
ALANTAMIDA PDA X 20 G               ,26.97,Cobeca,0,0,0
ALARON TAB 10 MG X 10               ,5.38,Cobeca,0,0,0
ALATROL 10 MG X 10                  ,3.84,Cobeca,0,0,0
ALATROL SUSP ORAL 5 MG/ 5 ML        ,8.01,Cobeca,0,0,0
ALBEL SUSP 40MG/ML X 10 ML          ,6.25,Cobeca,0,0,0
ALBENDAZOL SUS 400 MG X 20 ML  ELTER,23.31,Cobeca,0,0,0
ALBENDAZOL SUSP 10 ML ALFA          ,26.94,Cobeca,0,0,0
ALBENDAZOL SUSP 100 MG/5 ML X 20 ML ,21.62,Cobeca,0,0,0
ALBENDAZOL SUSP 400 MG/10 ML X 10 ML,7.95,Cobeca,0,0,0
ALBENDAZOL SUSP/ORAL 400MG/20ML X 1 ,12.98,Cobeca,0,0,0
ALBENDAZOL TAB 200 MG X 2           ,6.01,Cobeca,0,0,0
ALBENDAZOL TAB 200 MG X 2 BUKA      ,7.84,Cobeca,0,0,0
ALBENDAZOL TAB 200 MG X 2 ELTER     ,10.67,Cobeca,0,0,0
ALBENDAZOL TAB 200 MG X 6           ,10.33,Cobeca,0,0,0
ALBENDAZOL TAB 200 MG X 6 LA SANTE  ,26.31,Cobeca,0,0,0
ALBENDAZOL TAB/MAST T/FRUTTI 200MGX2,8.72,Cobeca,0,0,0
ALBEZOL SUSP 400MG/10ML DISP X 96 P ,1494.59,Cobeca,0,0,0
ALBICAR SUS 400 MG X 10 ML          ,13.59,Cobeca,0,0,0
ALBICAR TAB 200 MG X 2              ,6.52,Cobeca,0,0,0
ALBICAR TAB 200 MG X 6              ,13.1,Cobeca,0,0,0
ALBISEC CAP X 12                    ,142.34,Cobeca,0,0,0
ALBISEC ONE TAB/REC X 6             ,156.7,Cobeca,0,0,0
ALBOPHARMA JBE ELIXIR 180 ML        ,1.06,Cobeca,0,0,0
ALCACHOFA CAP 300MG X 90 ARCO IRIS  ,43.41,Cobeca,0,0,0
ALCACHOFA/CENTELLA CAP 350MG X 60 HE,50.18,Cobeca,0,0,0
ALCOHOL ABSOLUTO X 240 ML           ,35.29,Cobeca,0,0,0
ALDUZOL AMP 2.5 MG P/NEBULIZAR X 12 ,60.29,Cobeca,0,0,0
"ALEGOT TAB 0,25 MG X 30             ",35.73,Cobeca,0,0,0
ALEGOT TAB 1 MG X 30                ,55.9,Cobeca,0,0,0
ALENDRONATO TAB 70 MG X 4           ,67.92,Cobeca,0,0,0
ALERGOT SOL OFT 0.05 % X 5 ML       ,48.29,Cobeca,0,0,0
ALERMID COMP 120 MG X 10            ,19.67,Cobeca,0,0,0
ALERMID COMP 60 MG X 20             ,19.67,Cobeca,0,0,0
ALERMID PLUS COMP X 10              ,19.67,Cobeca,0,0,0
"ALERPAT SOL OFT 0,1% X 5 ML         ",34.12,Cobeca,0,0,0
ALFADYN SOL OFT 0.20 % X 5 ML       ,57.58,Cobeca,0,0,0
ALFALFA ORGANIC TAB 650 MG X250 NOW ,131.8,Cobeca,0,0,0
"ALGIOL COMP 2,5MG X 30              ",31.37,Cobeca,0,0,0
ALGIOL COMP 5 MG X 10               ,15.69,Cobeca,0,0,0
ALGIOL COMP 5 MG X 30               ,33.99,Cobeca,0,0,0
ALGOREN TAB 10 MG X 20              ,19.87,Cobeca,0,0,0
ALGOREN TAB 40 MG X 20              ,31.79,Cobeca,0,0,0
ALHUMENA FLORES 5 G X 15 FCH        ,9.8,Cobeca,0,0,0
"ALICE-21 COMP 3,0MG/0,03MG X 21     ",44.85,Cobeca,0,0,0
"ALILUB SOL OFT 1,4 % X 15 ML        ",26.92,Cobeca,0,0,0
ALIPAL FORTE CAP DIA/NOC X 6.       ,23.53,Cobeca,0,0,0
ALIVAX FORTE CAP/BL DISP  650 MG X 2,154.6,Cobeca,0,0,0
ALIVAX FORTE CAP/BLD 650 MG X 10    ,14.43,Cobeca,0,0,0
ALIVERIUM CAPB 100/300 MG X 10      ,40.88,Cobeca,0,0,0
ALIVET COM X 8 DIA / X 4 NOCHE      ,38.46,Cobeca,0,0,0
ALIVET FA COM X 20                  ,66.92,Cobeca,0,0,0
ALIVET GRAN LIMON SOB 10 G X 6      ,43.53,Cobeca,0,0,0
ALIVET JBE 125 MG/0.5MG X 120 ML    ,34.99,Cobeca,0,0,0
ALIVETNOC FORTE GRAN SOB X 6        ,47.81,Cobeca,0,0,0
ALIVIAMED LYA ATOMIZADOR X 60 ML    ,35.11,Cobeca,0,0,0
ALIVIAMED LYA ROLL-ON X 25 G        ,19.31,Cobeca,0,0,0
ALLEGRA COM/REV 120 MG X 10         ,88.98,Cobeca,0,0,0
ALLERFEX TAB REC 120 MG X 10        ,40.76,Cobeca,0,0,0
ALLIXON NARANJA FCO 240 ML          ,27.85,Cobeca,0,0,0
ALMEX SUSP 200 MG/5 ML X 10 ML      ,4.8,Cobeca,0,0,0
ALOPURINOL TAB 100 MG X 30 ANG      ,29.02,Cobeca,0,0,0
ALOPURINOL TAB 100 MG X 30 KIMICEG  ,15.54,Cobeca,0,0,0
ALOPURINOL TAB 300 MG X 20 CCM      ,57.74,Cobeca,0,0,0
ALPRAM TAB 0.5 MG X 30              ,23.6,Cobeca,0,0,0
ALPRAM TAB 1 MG X 30                ,33.74,Cobeca,0,0,0
ALPRAM TAB 2 MG X 30                ,46.13,Cobeca,0,0,0
ALPRAMACK TAB/REC 1 MG X 30         ,26.26,Cobeca,0,0,0
"ALPRAZOLAM TAB 0,5 MG X 30 CALOX    ",15.59,Cobeca,0,0,0
ALPRAZOLAM TAB 1 MG X 30 CLX        ,21.42,Cobeca,0,0,0
ALPRAZOLAM TAB 1 MG X 30 DAC        ,23.01,Cobeca,0,0,0
ALPRAZOLAM TAB 2 MG X 30 DAC        ,24.44,Cobeca,0,0,0
ALRES FORTE PVO P/SOL X 6 SOB       ,39.73,Cobeca,0,0,0
ALRES SOB GRAN X 10                 ,29.2,Cobeca,0,0,0
ALSART CAP 160 MGS X 10             ,24.61,Cobeca,0,0,0
ALSART CAP 160 MGS X 30             ,51.77,Cobeca,0,0,0
ALSART CAP 80 MGS X 10              ,17.81,Cobeca,0,0,0
ALSART CAP 80 MGS X 30              ,37.35,Cobeca,0,0,0
ALUMA D- SOL 200 ML LATTAN          ,32.03,Cobeca,0,0,0
ALUMBRE EN PIEDRA 20 G X 15         ,203.31,Cobeca,0,0,0
ALUMBRE EN PVO 25 G X 25 FCH        ,344.59,Cobeca,0,0,0
ALUMBRE PVO 20 G X 50               ,266.24,Cobeca,0,0,0
ALUMBRE PVO SOB 20 G.               ,8.82,Cobeca,0,0,0
ALURON TAB 100 MG X 30              ,37.99,Cobeca,0,0,0
ALVONIDE AER/INH 300 DOSIS/200MCG   ,78.13,Cobeca,0,0,0
AMARYL COM 2 MG X 15                ,46.98,Cobeca,0,0,0
AMARYL COM 4 MG X 15                ,69.74,Cobeca,0,0,0
AMARYL M TAB 2MG/1G X 16            ,84.1,Cobeca,0,0,0
AMBROXOL  JBE 30MG/5MLX120 ML SM    ,25.69,Cobeca,0,0,0
AMBROXOL CLORHIDRATO TAB 30 MG X20 G,33.99,Cobeca,0,0,0
AMBROXOL JBE 15 MG/5 ML PED 120 ML S,23.35,Cobeca,0,0,0
AMBROXOL JBE 30 MG/5 ML X 120 ML COL,34.67,Cobeca,0,0,0
AMBROXOL JBE ADU 30 MG X 120 ML LA S,34.98,Cobeca,0,0,0
AMBROXOL JBE PED 15 MG/120 ML LA SAN,30.26,Cobeca,0,0,0
AMBROXOL JBE PED 15 MG/5ML X120 ML C,34.67,Cobeca,0,0,0
AMBROXOL SOL ORAL 30MG/5ML X 120ML B,17.42,Cobeca,0,0,0
AMBROXOL SOL PED 15 MG/5 ML X 120 ML,16.78,Cobeca,0,0,0
AMBROXOL/LORATADINA JBE 30MG/5MG X 6,14.71,Cobeca,0,0,0
AMBROXOL/LORATADINA JBE 30MG/5MG X12,21.18,Cobeca,0,0,0
AMCIDOS IV 10% X 100 ML             ,90.32,Cobeca,0,0,0
AMCIDOS IV 8.5% X 100 ML            ,197.55,Cobeca,0,0,0
AMIKACINA AMP 500 MG X 1 RONAVA     ,18.71,Cobeca,0,0,0
AMIKACINA AMP 500 MG/ 2 ML X 10     ,50.33,Cobeca,0,0,0
AMIKACINA INY 500 MG X 2 ML GENVEN  ,25.57,Cobeca,0,0,0
AMIKACINA SOL INY 500 MG/2 ML X 100 ,21.86,Cobeca,0,0,0
AMIKACIS CREM 5% X 20 G             ,17.57,Cobeca,0,0,0
AMIKANDIL AMP 500 MG X 1 RONAVA     ,18.71,Cobeca,0,0,0
AMINO COMPLETE CAP X 120            ,191.69,Cobeca,0,0,0
AMIODARONA CLORH SOL INY 150MG/3ML X,18.98,Cobeca,0,0,0
AMIODARONA COM 200 MG X 10 GENCER   ,44.66,Cobeca,0,0,0
AMIODARONA TAB 200 MG X 10 BIOTECH  ,40.52,Cobeca,0,0,0
AMITAFEN FORTE TAB 650 MG X 14      ,16.89,Cobeca,0,0,0
AMLODIP/VALSARTAN TAB/REC 5/160MG X ,32.94,Cobeca,0,0,0
AMLODIPINA COM 10 MG X 10 GENVEN    ,7.29,Cobeca,0,0,0
AMLODIPINA COM 10 MG X 30 GNV       ,19.95,Cobeca,0,0,0
AMLODIPINA COM 10 MG X 60 DORO      ,76.85,Cobeca,0,0,0
AMLODIPINA COM 5 MG X 30 GENVEN     ,19.5,Cobeca,0,0,0
AMLODIPINA COM 5 MG X 60 DORO       ,50.97,Cobeca,0,0,0
AMLODIPINA TAB 10 MG 3 X 10 BLI     ,2.61,Cobeca,0,0,0
AMLODIPINA TAB 10 MG X 10 CLX       ,11.25,Cobeca,0,0,0
AMLODIPINA TAB 10 MG X 10 LA SANTE  ,8.82,Cobeca,0,0,0
AMLODIPINA TAB 10 MG X 20 KIMI      ,11.21,Cobeca,0,0,0
AMLODIPINA TAB 10 MG X 30 ALESS     ,18.97,Cobeca,0,0,0
AMLODIPINA TAB 10 MG X 30 BLUE      ,15.69,Cobeca,0,0,0
AMLODIPINA TAB 10 MG X 30 BUKA      ,15.69,Cobeca,0,0,0
AMLODIPINA TAB 10 MG X 30 CLX       ,22.51,Cobeca,0,0,0
AMLODIPINA TAB 10 MG X 30 LA SANTE  ,22.07,Cobeca,0,0,0
AMLODIPINA TAB 5 MG X 10 CLX        ,7.5,Cobeca,0,0,0
AMLODIPINA TAB 5 MG X 10 LA SANTE   ,7.53,Cobeca,0,0,0
AMLODIPINA TAB 5 MG X 100 GMP       ,22.43,Cobeca,0,0,0
AMLODIPINA TAB 5 MG X 30 ALESS      ,17.45,Cobeca,0,0,0
AMLODIPINA TAB 5 MG X 30 KIMICEG    ,15.25,Cobeca,0,0,0
AMLODIPINA TAB 5 MG X 30 LA SANTE   ,22.27,Cobeca,0,0,0
AMLODIPINA TAB/REC 10 MG X 30 BIUMAK,19.76,Cobeca,0,0,0
AMLODIPINA TAB/REC 5 MG X 30 BIUMAK ,17.3,Cobeca,0,0,0
AMLODIPINA/VALSARTAN 5/160MG X 10   ,33.83,Cobeca,0,0,0
AMLODIPINE TAB 10 MG X 100          ,162.5,Cobeca,0,0,0
AMLODIPINE TAB 5 MG X 100           ,118.47,Cobeca,0,0,0
AMLODIPINO TAB 10 MG X 10 GENFAR    ,9.28,Cobeca,0,0,0
AMLODIPINO TAB 10 MG X 100 MVGA     ,35.78,Cobeca,0,0,0
AMLODIPINO TAB 5 MG X 10            ,5.66,Cobeca,0,0,0
AMLODIPINO TAB 5 MG X 30            ,5.45,Cobeca,0,0,0
AMLODIPINO TAB 5 MG X 30 MED        ,10.46,Cobeca,0,0,0
AMLODIPINO TAB 5 MG X 300 LAPROFF   ,220.52,Cobeca,0,0,0
AMLODIPINO TAB ADU 5 MG X 30 CCM    ,22.08,Cobeca,0,0,0
AMLOTAN TAB 5 MG X 30               ,15.56,Cobeca,0,0,0
AMOKLAVIN-BID PVO SUSP 400MG/57MGX70,68.55,Cobeca,0,0,0
AMOKLAVIN-BID TAB 1000 MG X 14      ,92.24,Cobeca,0,0,0
AMOXIC/AC CLAV TAB 875MG/125MG X 14 ,103.65,Cobeca,0,0,0
AMOXICI+AC/CLAVU TAB 875MG/125MGX14 ,42.42,Cobeca,0,0,0
AMOXICI/AC CLAVU TAB 875MG/125MG X 1,24.39,Cobeca,0,0,0
AMOXICILINA A/CLAV TAB 875/125MG X 1,85.49,Cobeca,0,0,0
AMOXICILINA A/CLAV TAB 875/125MG X14,103.85,Cobeca,0,0,0
AMOXICILINA CAP 500 MG X 10         ,20.43,Cobeca,0,0,0
AMOXICILINA CAP 500 MG X 10 DAC     ,21.57,Cobeca,0,0,0
